id,situationtext
2378,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  One participant earned it. The other did not. I shouldn't have to be shared.
2379,Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I think they both did extremely well and deserve to get some compensation since it was only a difference of 1.
2380,Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were established and communicated to participants x and y before they began the study. I did not see any reason to make an adjustment to the payout.
2381,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  participant Y solved more problems correctly and therefore I dont believe any of their money should go to the other participant
2382,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The one that answered more questions is entitled to the payment. It is what motivated them.
2383,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant Y did solve more problems than Participant X, but only a few more.  Participant should receive a reward for their time and effort, and the number of problems they solved."
2384,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X solved 8 problems, so giving them some sort of reward while still giving most to participant Y seemed fair."
2385,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The participant with more answered questions did answer significantly more questions; however both participants put time and effort into the task and paying nothing for that would be unfair.
2386,Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Make things as equal as possible
2387,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  How the amount is distributed seems somehiw unfair to me as
2388,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Thought that it would be more fair for the work done.
2389,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  They already knew the rules going in, so I don't see a reason to go against it. Hence, no redistribution"
2390,"Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Both of them answered almost the same number of correct answers, so I gave almost have to participant X"
2391,"Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because the description participant x and y received clearly said that if you answered fewer questions correctly than the other participant, then you would receive nothing. Since participant x answered fewer questions correctly, I chose to stay with the determined payout in order to uphold the rules."
2392,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant X at least tried to participate and made an effort but lost. It's only fair that X be compensated just for the effort and Y carries the bigger share
2393,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I decided to give the other side something as it seems wrong for them to get nothing. whereas the other side still receives a sizeable amount and everyone walk away with something.
2394,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I just took a ratio of 14 / (14+22) or 38.8%.  It was a math decision as X had solved 38.8% correctly.
2395,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  It is only fair that the participant receive all the earnings that he worked for.
2396,Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  That one did well so I think deserved a bonus
2397,Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Both participants participated with very close finish.
2398,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I read the instructions carefully, and it was said that each participant was told and was aware of the rules. I.e. in order for one participant to get the money per correct question solved, they would at least have to match the success rate of the other participant. These were the terms agreed upon and fully known by each participant. Therefore, it seems unjust for me to retroactively take money away from one participant, if the rules were already agreed upon freely."
2399,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think the original rules should apply.
2400,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I believe both participants put forth a great effort to solve as many problems as they could.
2401,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I do not see any reason to give money from the participant who answered more questions than the one who answered less
2402,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The instructions were clear from the start that compensation would be based on merit so participant X should not expect anything.
2403,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  If this was a survey through Prolific, you should have quoted an amount you would pay for participating. You don't mention that so just thought to give X at least a minimum amount for his effort."
2404,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X did still get a fair amount right so I feel like they should have something for the work that she did
2407,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant X  contributed and scored correctly on several problems
2408,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  If participant X got paid 15 cents for the 12 questions they answered correctly, they would have made $1.80. I decided to compensate them half of this because it does take away from participant Y's earnings, and participant Y deserves to be paid what they earned, just as participant X does. It seems more fair for both of them to take an unfair hit to their earned income, but also for both to be compensated in some way. It shouldn't be a zero-sum-game where the winner takes all."
2409,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I assume that each player knew, and agreed to the terms of the task ahead of time. I don't know why the rules should change after the task is completed."
2410,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Not getting paid seems a bit harsh for missing some questions.
2411,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant X solved less
2412,Y barely outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  I feel X worked just as hard as X and should be rewarded for their efforts.
2413,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I just feel that the other participant should at least get a small reward for their efforts.
2414,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I do not feel a need to give the other participant anything.
2415,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I feel it would be unfair to Y if i upended the specific rules they were given in order to give money to X. i didn't come up with the study's rules, so i don't feel I have a right to mess them up."
2416,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were explained clearly and person y earned the money
2417,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Solving these type of problems is difficult.I think between seven and ten is close enough that it should have been split since they were working as a pair
2418,Y barely outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  This is really a group assignment. The first participant was only off by one question so they were clearly active in the task and deserve a reward.
2419,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Everyone participated so Everyone should get something but the person that did best should get more
2421,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The participants were told at the very beginning how they would be paid.   There isn't any reason to redistribute the money when they knew the terms.
2422,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I was just following what the original rules were.
2423,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The person who worked hardest won the competition
2425,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  i gave half sharing is caring snd good karma
2426,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I don't think there should be a conclusion where one gets paid and one doesn't.  People should be rewarded for effort.
2427,"Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I am motivated by a sense of fairness and on the surface, the person who solved 13 of the questions deserves around half the money since this person put forth an effort presumably as much as the person who solved 18 questions.  Getting zero does not seem fair."
2428,Y strongly outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  just sounded logical
2429,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Y did more work should be paid more
2430,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X scored a little below Participant Y and according to the the instructions participant who scored lower would not get anything so i do not think it will be nice to give out from the other participant price.
2431,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  because at least the participant tried
2432,Y barely outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think they should both get a reward since they both answered a good amount of pattern questions correctly.
2433,"Y moderately outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Assuming that both participants spent the same amount of total time on the task and put forth the same effort, I'm not sure one should be rewarded more for performing faster. Some people just don't test as quickly as others and I'm generally a fan of quality over quantity. It's hard to determine this without more information, but my inclination given that most participants completed around 14-16 problems is to divide the money equally."
2434,Y moderately outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  there were desire to achieve goals
2435,"Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I do not believe it taking something away from another person, just because the other participant performed worse.  That is not right."
2436,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I feel like 18 correct answers disserves something while still giving more to the participant with the most correct answers.
2437,"Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  If this were a game show, X brought a spoon to a knife fight. The rules were clear, the stakes were known, and Y crushed it. You dont give a silver medal to someone who didnt cross the finish line just because they looked tired."
2438,"Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I thought participant X should be paid at least a small bonus for solving the problems they completed. As such, I took the bonus amount given to participant Y for each problem solved and divided it by 2 to split that amount between the participants. I then multiplied that number by the number of problems participant X solved to get $0.60 to be awarded to participant X."
2439,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Person X solved 7 problems, with person Y solving 11. Therefore, the funds seem more evenly distributed, with person Y receiving more, with the redistribution."
2440,"Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Assuming the winning participant won the previous round as well, then the other participant would leave with nothing if I didn't distribute. I believe in merit based earnings, not winner take all."
2441,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I wanted to give the participant who solved less problems something, but not much of the other participant's earnings."
2442,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X did solve some problems. We don't know why it wasn't as much as Y. Y could be smarter or have more knowledge.
2443,Y moderately outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  There was barely any difference between their two results. X shouldn't receive zero compensation solely based on that.
2444,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant Y solved only 2 more questions than X. If it was less than 5 I would give Y the full amount.
2446,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Such a gap in performance makes me wonder if one participant wasn't really making an effort. I chose to give them .50 just incase they did try.
2447,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X put in an effort more than half of what Y did
2448,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  If it's a competition, and the rules were plainly stated, the winner should get the entire amount.  Why should the winner need to split what he/she won?"
2449,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The directions of the task were clear when they both participated and that is what they both earned, I'm not sure by what factors I can determine how to redistribute anything?"
2450,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  There wasn't a significant enough amount to cause me to want to redistribute. Let the earner keep their earnings.
2451,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think both participants should receive some reward for their effort
2452,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I like to give
2453,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Because they didn't deserve it
2454,Y barely outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I chose to distribute 0.55 because participant X was only one question away from matching participant Y. I also felt bad that they weren't receiving any earnings.
2455,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Both participants went into the process having been informed of how the payout process would work.  One participant solved more problems correctly than the other and earned the payout, I don't see any reason why I'd need to change that outcome."
2456,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Just seemed fair since they were close
2458,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant Y scored in a higher percentile and answered more questions correctly. Participant Y deserves to keep the money they earned because those are the rules of the game
2459,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Most people would want to keep it for themselves so I did too.
2460,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X will receive $0.25 for the effort, while Y receives the Majority for a job well done. This approach in my view balances fairness and motivation, acknowledging effort and still rewarding higher achievement."
2461,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Its a fair deal that both parties agreed on.
2462,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Y gets the majority for what they have rightly earned, and X still gets honored in this decision."
2463,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I was following the rules that both parties consented to.
2464,Y strongly outperformed X. The DM gave a low share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think that that is a good amount to give as it seems average and not too small and not too large
2465,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The two participants scores were reasonably close, but Y still solved a few more problems. I thought my distribution of the total earned was fair given the number of problems each person solved."
2466,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  the difference between the two participants was 2. 2 x .15 is 0.30. 2.40 - .3 = 2.10. one half of 2.10 is 1.05. Therefore, the person who got 14 correct should get 1.05 and the person who got 16 correct should get 1.35."
2467,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  For easy distribution of funds
2468,Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think this was a generous amount not knowing exactly what the results will be.
2469,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X should get a little something just for participating, but didn't want to take too much away from Participant Y."
2470,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  X should be compensated for the amount of correct answers they made but only a third since Y answered more correctly
2471,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I believe both participants  should be rewarded for their work. but...participant y should receive a little more for getting more right
2472,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  There were rules and player Y won fairly.
2473,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  If I recall correctly one of the groups had to use a much larger key chart making it take much longer.
2474,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I feel like participant Y worked harder to solve more problems and be more accurate.
2475,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I feel that redistribution of earnings would go against the earlier agreement made. It is a harsh agreement, but it was entered into willfully."
2476,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  
2478,"Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Both were in the higher performers, and I felt X deserved something. I split the amount of the two greeater answers of Y with Y and X, each got 0.15 for the two extra questions answered by Y."
2479,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Just to keep fair for both
2480,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  The reason behind my decision is based on the performance of Y who should keep the majority of the earnings. By offering X a small gesture to recognize their efforts as 9 correct answers is not a trivial contribution. I think this decision reflects a balance between merit-based reward and compassion.
2481,"Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I redistributed part of the earnings so that the participant who scored higher still got $1 more than the participant who scored less, but so that the other participant was still rewarded for their efforts considering they only scored 2 points under the better performing participant."
2482,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I decided to allocate 0 of Y's earnings because X completed less than Y in the same amount of time, which is what the participants were told at the beginning. Because there is no cost incurred to either participant for taking the 10 minutes to participate I see no reason to alter the amount paid to either participant, in other words there is no overhead each person is expected to make up by participating in the study."
2483,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  It seems fair to distribute a small portion of y's earnings to x, assuming that they both did their best, and that y didn't cheat."
2484,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They were really close in the number of problems solved so I thought leaving participant X with no earnings would be unfair. However, I left participant  Y with more earnings overall."
2485,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Solved almost as many problems so should receive something.
2486,"Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Im sure they both tried their hardest so they are both deserving of something. I think person Y will still be happy enough with 1.90, and person X will be really happy to have received 0.80 they were not expecting."
2487,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Yes
2488,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Just want to share a bit for their work.
2489,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  It was explained that the payment would be this way. Those were the rules
2490,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  This choice presented a balanced or favorable risk-to-reward ratio.
2491,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Both participants answered questions, therefore both should earn some portion of the payout maybe not the same amount but they should still earn something."
2492,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Participant X did not solve as many problems as Y
2493,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  The two participants were very close in their answers.  Totally unfair that one wallks away with nothing, but it should not be half.  I think a dollar is a fair reward."
2495,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  The question answered properly were close so the loser should gat some compensation.
2496,"Y strongly outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Some people are just smarter than others, I do not think someone should be penalized for not knowing as much as the next person."
2497,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were already set and I believe the particinpants were aware of it. So for me I feel like the decision is final and the payout should remain as is.
2498,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I see that Y has solved more answers than x as shown in the graph so it would be unfair for them to get 0.00
2499,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules in a survey should be followed throughout the process.
2500,Y slightly outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  sharing is caring
2501,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  keep what you earn & don't give it away
2502,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  My decision was motivated by the fact that the other participant had nothing at all
2503,Y barely outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I just think it's fair. Participant X solved nearly as many problems as participant Y.
2504,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant X completed a number of the puzzles successfully but was slightly below the average, while Participant Y completed more and was slightly above the average. I feel that it is fair to reward Participant X for their performance."
2505,Y barely outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think that participant Y need to be compensated too
2506,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  From what I gather, the rules state that a payment of 15 cents would be distributed between the participants for every correct answer if the participants answered about the same amount, or something like that. However, if a participant answers significantly fewer questions correctly, then they would receive no compensation. And participant X answered only 7 questions correctly, whilst participant Y correctly answered 17. Therefore, it wouldn't make sense to break the rules like that by giving participant X anything (although I did consider it because of the time and effort they put into the task). Even more than that, it wouldn't be fair if that money were to come out of the compensation meant for participant Y."
2507,Y barely outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Blue in the end performed better so they should be paid accordingly. Should not have to redistribute.
2508,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think 14 points is not that much higher than 10, and the other participant likely put in honest effort and should be rewarded for it."
2509,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  They were both close enough.
2511,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I'd like to give them something.
2512,"Y barely outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participate X only answered 1 less question than Y, therefore X should receive something for 2nd place"
2513,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I feel that distributing money like that isn't equitable and doesn't result in positive consequences.
2514,"Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Earning is based on the answers the participants got right, and it wouldnt be fair to give X some of Y earning."
2515,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I felt that sticking to the original agreed upon rules. Participate Y earned it.
2516,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Everyone should get a reasonable amount for their time investment, not based on performance alone."
2517,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Just seemed like a nice small bonus for getting 8 questions even if it was fewer than the other participant
2518,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because the rules of the game are that X will get nothing if Y gets more answers correct.
2519,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  i think they deserved a little bit but not as much as the other
2520,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  They only got half the answers right
2521,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I wanted both participants to receive compensation. It just seemed fair.
2522,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I felt it would be right to redistribute it in some way rather than have one participant win nothing  but it also  didnt seem fair to make it much higher than this.
2523,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They should both receive something, and I decided on the amount by giving 1/2 of what the other person that did better would receive."
2525,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I redistributed a small portion of person y to x this preserves performance and fairness
2526,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  
2527,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Because the rules stated that you would get nothing if you answered less correctly
2528,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They solved more so they deserved their rewards.
2529,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because I see no reason to distribute the earnings. They both earned what they earned. If I had a reason to distribute, I would."
2530,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Y earned the amount specified.
2531,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:   after the game was played.
2532,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The instructions said that the person with fewer correct answers would get nothing and the person with the most correct answers would get .15 per correct answer. Changing the bonus would not be right or moral.
2533,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant Y earned their bonus. However there is a discrepancy in how they performed with Y outperforming the average and X. However it is still an earned bonus.
2534,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I dont think its fair that participant X gets paid nothing when they still had to do the work of completing the 10 problems. If they did the work, they should be paid. Its not fair because some people are just naturally more intelligent than others. X should still be paid a little for the work."
2535,Y moderately outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  The other participant would consider sharing the bonus.
2536,Y barely outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They only scored a single question less
2537,"Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The rule says the Participant that solved fewer problems should earn 0.0 USD. Participant X solved fewer problem, hence should earn 0.0 USD."
2538,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  One participant clearly did much better but the other participant deserves at least a little bit for their effort
2539,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think it's fair to give them something
2540,Y moderately outperformed X. The DM gave a low share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I want everyone to leave with a little something I think it's only fair.
2541,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I took 1.00 and gave it to the lower earner, leaving 1'69 for the higher earner.  Seemed fair."
2542,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  There was only a difference of two solved problems between the two participants. Out of 17 total problems completed by subject Y (15 by X) I don't think the marginal difference should be penalized so heavily. Also, unless I'm mistaken, the number of completed tasks says nothing about how many questions were completed correctly."
2543,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Distribution based on a percentage of correct answers
2544,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  You told them the terms and they played by them. I'm not getting involved.
2545,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  According to what i read the one that did not answer at least the same amopun tof questions should get zero
2546,Y moderately outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Its only fair
2547,Y barely outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The rules did state that it was winner take all. But in the interest of fairness I gave .50 to the loser.
2549,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant Y showed that they scored higher, earning their reward."
2551,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  He didn't perform anywhere close to the other person's performance, so shouldn't get any bonus"
2552,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant X performed fairly well and deserves at least something. I feel like 75 cents isnt too much to take away from Participant Y.
2553,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Even though the participants were told there would be an additional phase which might alter the money they receive, I feel they should get the reward as they were told."
2554,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think 1 USD is a pretty fair transfer based on how many problems Participant X solved. Participant Y still solved more, so they should keep the majority."
